metric,status_code,status,alteration_type,median_in_iqr,comid,gage_id
SP_Tim,-1,likely_altered,late,FALSE,2765984,11376110
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,2765984,11376110
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,2765984,11376110
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,2765984,11376110
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,2765984,11376110
Peak_Dur_2,1,likely_unaltered,none_found,FALSE,2765984,11376110
Peak_Dur_5,-1,likely_altered,high,FALSE,2765984,11376110
Peak_10,-1,likely_altered,low,FALSE,2765984,11376110
Peak_2,-1,likely_altered,low,FALSE,2765984,11376110
Peak_5,-1,likely_altered,low,FALSE,2765984,11376110
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,2765984,11376110
Peak_Fre_2,-1,likely_altered,high,FALSE,2765984,11376110
Peak_Fre_5,-1,likely_altered,high,FALSE,2765984,11376110
DS_Dur_WS,0,indeterminate,low,FALSE,2765984,11376120
DS_Tim,1,likely_unaltered,none_found,FALSE,2765984,11376120
DS_Mag_50,1,likely_unaltered,none_found,TRUE,2765984,11376120
DS_Mag_90,1,likely_unaltered,none_found,TRUE,2765984,11376120
FA_Dur,1,likely_unaltered,none_found,TRUE,2765984,11376120
FA_Mag,1,likely_unaltered,none_found,TRUE,2765984,11376120
FA_Tim,1,likely_unaltered,none_found,FALSE,2765984,11376120
Wet_Tim,0,indeterminate,unknown,TRUE,2765984,11376120
SP_ROC,1,likely_unaltered,none_found,TRUE,2765984,11376120
SP_Mag,-1,likely_altered,low,FALSE,2765984,11376120
SP_Tim,0,indeterminate,unknown,TRUE,2765984,11376120
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,2765984,11376120
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,2765984,11376120
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,2765984,11376120
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,2765984,11376120
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,2765984,11376120
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,2765984,11376120
Peak_10,-1,likely_altered,low,FALSE,2765984,11376120
Peak_2,-1,likely_altered,low,FALSE,2765984,11376120
Peak_5,-1,likely_altered,low,FALSE,2765984,11376120
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,2765984,11376120
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,2765984,11376120
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,2765984,11376120
DS_Dur_WS,-1,likely_altered,low,FALSE,948020790,11376410
DS_Tim,-1,likely_altered,late,FALSE,948020790,11376410
DS_Mag_50,-1,likely_altered,high,FALSE,948020790,11376410
DS_Mag_90,1,likely_unaltered,none_found,FALSE,948020790,11376410
FA_Dur,1,likely_unaltered,none_found,FALSE,948020790,11376410
FA_Mag,1,likely_unaltered,none_found,TRUE,948020790,11376410
FA_Tim,1,likely_unaltered,none_found,TRUE,948020790,11376410
Wet_Tim,-1,likely_altered,early,FALSE,948020790,11376410
SP_ROC,-1,likely_altered,low,FALSE,948020790,11376410
SP_Mag,-1,likely_altered,low,FALSE,948020790,11376410
SP_Tim,1,likely_unaltered,none_found,TRUE,948020790,11376410
Wet_BFL_Dur,-1,likely_altered,high,FALSE,948020790,11376410
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,948020790,11376410
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,948020790,11376410
Peak_Dur_10,1,likely_unaltered,none_found,FALSE,948020790,11376410
Peak_Dur_2,-1,likely_altered,high,FALSE,948020790,11376410
Peak_Dur_5,-1,likely_altered,high,FALSE,948020790,11376410
Peak_10,-1,likely_altered,low,FALSE,948020790,11376410
Peak_2,-1,likely_altered,low,FALSE,948020790,11376410
Peak_5,-1,likely_altered,low,FALSE,948020790,11376410
Peak_Fre_10,1,likely_unaltered,none_found,FALSE,948020790,11376410
Peak_Fre_2,-1,likely_altered,high,FALSE,948020790,11376410
Peak_Fre_5,-1,likely_altered,high,FALSE,948020790,11376410
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,948020790,11376420
DS_Tim,-1,likely_altered,early,FALSE,948020790,11376420
DS_Mag_50,-1,likely_altered,low,FALSE,948020790,11376420
DS_Mag_90,-1,likely_altered,low,FALSE,948020790,11376420
FA_Dur,NA,not_enough_data,undeterminable,NA,948020790,11376420
FA_Mag,NA,not_enough_data,undeterminable,NA,948020790,11376420
FA_Tim,NA,not_enough_data,undeterminable,NA,948020790,11376420
Wet_Tim,0,indeterminate,late,FALSE,948020790,11376420
SP_ROC,-1,likely_altered,low,FALSE,948020790,11376420
SP_Mag,-1,likely_altered,low,FALSE,948020790,11376420
SP_Tim,1,likely_unaltered,none_found,TRUE,948020790,11376420
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,948020790,11376420
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,948020790,11376420
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,948020790,11376420
Peak_Dur_10,1,likely_unaltered,none_found,FALSE,948020790,11376420
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,948020790,11376420
Peak_Dur_5,1,likely_unaltered,none_found,FALSE,948020790,11376420
Peak_10,-1,likely_altered,low,FALSE,948020790,11376420
Peak_2,-1,likely_altered,low,FALSE,948020790,11376420
Peak_5,-1,likely_altered,low,FALSE,948020790,11376420
Peak_Fre_10,-1,likely_altered,high,FALSE,948020790,11376420
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,948020790,11376420
Peak_Fre_5,-1,likely_altered,high,FALSE,948020790,11376420
DS_Dur_WS,-1,likely_altered,low,FALSE,948020790,11376430
DS_Tim,-1,likely_altered,late,FALSE,948020790,11376430
DS_Mag_50,-1,likely_altered,high,FALSE,948020790,11376430
DS_Mag_90,-1,likely_altered,high,FALSE,948020790,11376430
FA_Dur,1,likely_unaltered,none_found,TRUE,948020790,11376430
FA_Mag,1,likely_unaltered,none_found,TRUE,948020790,11376430
FA_Tim,1,likely_unaltered,none_found,TRUE,948020790,11376430
Wet_Tim,-1,likely_altered,early,FALSE,948020790,11376430
SP_ROC,-1,likely_altered,low,FALSE,948020790,11376430
SP_Mag,-1,likely_altered,low,FALSE,948020790,11376430
SP_Tim,0,indeterminate,unknown,TRUE,948020790,11376430
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,948020790,11376430
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,948020790,11376430
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,948020790,11376430
Peak_Dur_10,-1,likely_altered,high,FALSE,948020790,11376430
Peak_Dur_2,1,likely_unaltered,none_found,FALSE,948020790,11376430
Peak_Dur_5,1,likely_unaltered,none_found,FALSE,948020790,11376430
Peak_10,-1,likely_altered,low,FALSE,948020790,11376430
Peak_2,-1,likely_altered,low,FALSE,948020790,11376430
Peak_5,-1,likely_altered,low,FALSE,948020790,11376430
Peak_Fre_10,-1,likely_altered,high,FALSE,948020790,11376430
Peak_Fre_2,-1,likely_altered,high,FALSE,948020790,11376430
Peak_Fre_5,-1,likely_altered,high,FALSE,948020790,11376430
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,948020790,11376440
DS_Tim,0,indeterminate,unknown,TRUE,948020790,11376440
DS_Mag_50,-1,likely_altered,low,FALSE,948020790,11376440
DS_Mag_90,-1,likely_altered,low,FALSE,948020790,11376440
FA_Dur,1,likely_unaltered,none_found,TRUE,948020790,11376440
FA_Mag,-1,likely_altered,low,FALSE,948020790,11376440
FA_Tim,1,likely_unaltered,none_found,TRUE,948020790,11376440
Wet_Tim,1,likely_unaltered,none_found,FALSE,948020790,11376440
SP_ROC,1,likely_unaltered,none_found,FALSE,948020790,11376440
SP_Mag,-1,likely_altered,low,FALSE,948020790,11376440
SP_Tim,1,likely_unaltered,none_found,TRUE,948020790,11376440
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,948020790,11376440
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,948020790,11376440
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,948020790,11376440
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,948020790,11376440
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,948020790,11376440
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,948020790,11376440
Peak_10,-1,likely_altered,low,FALSE,948020790,11376440
Peak_2,-1,likely_altered,low,FALSE,948020790,11376440
Peak_5,-1,likely_altered,low,FALSE,948020790,11376440
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,948020790,11376440
Peak_Fre_2,1,likely_unaltered,none_found,FALSE,948020790,11376440
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,948020790,11376440
DS_Dur_WS,-1,likely_altered,low,FALSE,948020790,11376460
DS_Tim,-1,likely_altered,late,FALSE,948020790,11376460
DS_Mag_50,-1,likely_altered,low,FALSE,948020790,11376460
DS_Mag_90,-1,likely_altered,low,FALSE,948020790,11376460
FA_Dur,-1,likely_altered,high,FALSE,948020790,11376460
FA_Mag,1,likely_unaltered,none_found,TRUE,948020790,11376460
FA_Tim,1,likely_unaltered,none_found,TRUE,948020790,11376460
Wet_Tim,-1,likely_altered,early,FALSE,948020790,11376460
SP_ROC,-1,likely_altered,low,FALSE,948020790,11376460
SP_Mag,-1,likely_altered,low,FALSE,948020790,11376460
SP_Tim,1,likely_unaltered,none_found,TRUE,948020790,11376460
Wet_BFL_Dur,-1,likely_altered,low,FALSE,948020790,11376460
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,948020790,11376460
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,948020790,11376460
Peak_Dur_10,-1,likely_altered,high,FALSE,948020790,11376460
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,948020790,11376460
Peak_Dur_5,-1,likely_altered,high,FALSE,948020790,11376460
Peak_10,-1,likely_altered,low,FALSE,948020790,11376460
Peak_2,-1,likely_altered,low,FALSE,948020790,11376460
Peak_5,-1,likely_altered,low,FALSE,948020790,11376460
Peak_Fre_10,-1,likely_altered,high,FALSE,948020790,11376460
Peak_Fre_2,1,likely_unaltered,none_found,FALSE,948020790,11376460
Peak_Fre_5,1,likely_unaltered,none_found,FALSE,948020790,11376460
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,12075406,11383500
DS_Tim,1,likely_unaltered,none_found,TRUE,12075406,11383500
DS_Mag_50,1,likely_unaltered,none_found,FALSE,12075406,11383500
DS_Mag_90,1,likely_unaltered,none_found,TRUE,12075406,11383500
FA_Dur,1,likely_unaltered,none_found,TRUE,12075406,11383500
FA_Mag,1,likely_unaltered,none_found,TRUE,12075406,11383500
FA_Tim,1,likely_unaltered,none_found,FALSE,12075406,11383500
Wet_Tim,1,likely_unaltered,none_found,TRUE,12075406,11383500
SP_ROC,1,likely_unaltered,none_found,FALSE,12075406,11383500
SP_Mag,1,likely_unaltered,none_found,TRUE,12075406,11383500
SP_Tim,1,likely_unaltered,none_found,FALSE,12075406,11383500
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,12075406,11383500
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,12075406,11383500
Wet_BFL_Mag_50,1,likely_unaltered,none_found,FALSE,12075406,11383500
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,12075406,11383500
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,12075406,11383500
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,12075406,11383500
Peak_10,1,likely_unaltered,none_found,TRUE,12075406,11383500
Peak_2,1,likely_unaltered,none_found,TRUE,12075406,11383500
Peak_5,1,likely_unaltered,none_found,TRUE,12075406,11383500
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,12075406,11383500
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,12075406,11383500
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,12075406,11383500
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,1669105,11458433
DS_Tim,1,likely_unaltered,none_found,TRUE,1669105,11458433
DS_Mag_50,-1,likely_altered,low,FALSE,1669105,11458433
DS_Mag_90,-1,likely_altered,low,FALSE,1669105,11458433
FA_Dur,1,likely_unaltered,none_found,TRUE,1669105,11458433
FA_Mag,-1,likely_altered,low,FALSE,1669105,11458433
FA_Tim,1,likely_unaltered,none_found,TRUE,1669105,11458433
Wet_Tim,0,indeterminate,late,FALSE,1669105,11458433
SP_ROC,1,likely_unaltered,none_found,TRUE,1669105,11458433
SP_Mag,1,likely_unaltered,none_found,FALSE,1669105,11458433
SP_Tim,1,likely_unaltered,none_found,TRUE,1669105,11458433
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,1669105,11458433
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,1669105,11458433
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,1669105,11458433
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,1669105,11458433
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,1669105,11458433
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,1669105,11458433
Peak_10,1,likely_unaltered,none_found,TRUE,1669105,11458433
Peak_2,1,likely_unaltered,none_found,FALSE,1669105,11458433
Peak_5,-1,likely_altered,low,FALSE,1669105,11458433
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,1669105,11458433
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,1669105,11458433
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,1669105,11458433
DS_Dur_WS,-1,likely_altered,low,FALSE,8272309,11463980
DS_Tim,-1,likely_altered,late,FALSE,8272309,11463980
DS_Mag_50,-1,likely_altered,high,FALSE,8272309,11463980
DS_Mag_90,1,likely_unaltered,none_found,TRUE,8272309,11463980
FA_Dur,1,likely_unaltered,none_found,TRUE,8272309,11463980
FA_Mag,1,likely_unaltered,none_found,TRUE,8272309,11463980
FA_Tim,1,likely_unaltered,none_found,TRUE,8272309,11463980
Wet_Tim,-1,likely_altered,early,FALSE,8272309,11463980
SP_ROC,-1,likely_altered,low,FALSE,8272309,11463980
SP_Mag,-1,likely_altered,low,FALSE,8272309,11463980
SP_Tim,-1,likely_altered,late,FALSE,8272309,11463980
Wet_BFL_Dur,-1,likely_altered,high,FALSE,8272309,11463980
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,8272309,11463980
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,8272309,11463980
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,8272309,11463980
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,8272309,11463980
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,8272309,11463980
Peak_10,-1,likely_altered,low,FALSE,8272309,11463980
Peak_2,-1,likely_altered,low,FALSE,8272309,11463980
Peak_5,-1,likely_altered,low,FALSE,8272309,11463980
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,8272309,11463980
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,8272309,11463980
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,8272309,11463980
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,8273645,11466200
DS_Tim,1,likely_unaltered,none_found,FALSE,8273645,11466200
DS_Mag_50,-1,likely_altered,low,FALSE,8273645,11466200
DS_Mag_90,1,likely_unaltered,none_found,TRUE,8273645,11466200
FA_Dur,1,likely_unaltered,none_found,TRUE,8273645,11466200
FA_Mag,1,likely_unaltered,none_found,TRUE,8273645,11466200
FA_Tim,1,likely_unaltered,none_found,TRUE,8273645,11466200
Wet_Tim,1,likely_unaltered,none_found,TRUE,8273645,11466200
SP_ROC,1,likely_unaltered,none_found,TRUE,8273645,11466200
SP_Mag,-1,likely_altered,high,FALSE,8273645,11466200
SP_Tim,1,likely_unaltered,none_found,TRUE,8273645,11466200
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,8273645,11466200
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,8273645,11466200
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,8273645,11466200
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,8273645,11466200
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,8273645,11466200
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,8273645,11466200
Peak_10,1,likely_unaltered,none_found,TRUE,8273645,11466200
Peak_2,1,likely_unaltered,none_found,TRUE,8273645,11466200
Peak_5,1,likely_unaltered,none_found,TRUE,8273645,11466200
Peak_Fre_10,1,likely_unaltered,none_found,FALSE,8273645,11466200
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,8273645,11466200
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,8273645,11466200
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,8272561,11466800
DS_Tim,1,likely_unaltered,none_found,TRUE,8272561,11466800
DS_Mag_50,1,likely_unaltered,none_found,TRUE,8272561,11466800
DS_Mag_90,0,indeterminate,high,FALSE,8272561,11466800
FA_Dur,1,likely_unaltered,none_found,TRUE,8272561,11466800
FA_Mag,1,likely_unaltered,none_found,TRUE,8272561,11466800
FA_Tim,1,likely_unaltered,none_found,FALSE,8272561,11466800
Wet_Tim,1,likely_unaltered,none_found,TRUE,8272561,11466800
SP_ROC,1,likely_unaltered,none_found,TRUE,8272561,11466800
SP_Mag,1,likely_unaltered,none_found,FALSE,8272561,11466800
SP_Tim,1,likely_unaltered,none_found,TRUE,8272561,11466800
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,8272561,11466800
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,8272561,11466800
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,8272561,11466800
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,8272561,11466800
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,8272561,11466800
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,8272561,11466800
Peak_10,-1,likely_altered,high,FALSE,8272561,11466800
Peak_2,-1,likely_altered,high,FALSE,8272561,11466800
Peak_5,-1,likely_altered,high,FALSE,8272561,11466800
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,8272561,11466800
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,8272561,11466800
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,8272561,11466800
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,8271487,11467200
DS_Tim,1,likely_unaltered,none_found,TRUE,8271487,11467200
DS_Mag_50,-1,likely_altered,high,FALSE,8271487,11467200
DS_Mag_90,-1,likely_altered,high,FALSE,8271487,11467200
FA_Dur,1,likely_unaltered,none_found,TRUE,8271487,11467200
FA_Mag,-1,likely_altered,high,FALSE,8271487,11467200
FA_Tim,1,likely_unaltered,none_found,TRUE,8271487,11467200
Wet_Tim,1,likely_unaltered,none_found,TRUE,8271487,11467200
SP_ROC,1,likely_unaltered,none_found,TRUE,8271487,11467200
SP_Mag,-1,likely_altered,high,FALSE,8271487,11467200
SP_Tim,1,likely_unaltered,none_found,TRUE,8271487,11467200
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,8271487,11467200
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,8271487,11467200
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,8271487,11467200
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,8271487,11467200
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,8271487,11467200
Peak_Dur_5,1,likely_unaltered,none_found,FALSE,8271487,11467200
Peak_10,-1,likely_altered,high,FALSE,8271487,11467200
Peak_2,-1,likely_altered,high,FALSE,8271487,11467200
Peak_5,-1,likely_altered,high,FALSE,8271487,11467200
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,8271487,11467200
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,8271487,11467200
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,8271487,11467200
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,2665571,11468070
DS_Tim,1,likely_unaltered,none_found,FALSE,2665571,11468070
DS_Mag_50,1,likely_unaltered,none_found,FALSE,2665571,11468070
DS_Mag_90,1,likely_unaltered,none_found,TRUE,2665571,11468070
FA_Dur,1,likely_unaltered,none_found,TRUE,2665571,11468070
FA_Mag,1,likely_unaltered,none_found,TRUE,2665571,11468070
FA_Tim,1,likely_unaltered,none_found,TRUE,2665571,11468070
Wet_Tim,-1,likely_altered,early,FALSE,2665571,11468070
SP_ROC,1,likely_unaltered,none_found,TRUE,2665571,11468070
SP_Mag,1,likely_unaltered,none_found,TRUE,2665571,11468070
SP_Tim,0,indeterminate,early,FALSE,2665571,11468070
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,2665571,11468070
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,2665571,11468070
Wet_BFL_Mag_50,1,likely_unaltered,none_found,FALSE,2665571,11468070
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,2665571,11468070
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,2665571,11468070
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,2665571,11468070
Peak_10,1,likely_unaltered,none_found,TRUE,2665571,11468070
Peak_2,-1,likely_altered,low,FALSE,2665571,11468070
Peak_5,1,likely_unaltered,none_found,TRUE,2665571,11468070
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,2665571,11468070
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,2665571,11468070
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,2665571,11468070
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,8287590,11475560
DS_Tim,1,likely_unaltered,none_found,TRUE,8287590,11475560
DS_Mag_50,1,likely_unaltered,none_found,TRUE,8287590,11475560
DS_Mag_90,1,likely_unaltered,none_found,TRUE,8287590,11475560
FA_Dur,1,likely_unaltered,none_found,TRUE,8287590,11475560
FA_Mag,1,likely_unaltered,none_found,TRUE,8287590,11475560
FA_Tim,1,likely_unaltered,none_found,TRUE,8287590,11475560
Wet_Tim,0,indeterminate,unknown,TRUE,8287590,11475560
SP_ROC,1,likely_unaltered,none_found,FALSE,8287590,11475560
SP_Mag,1,likely_unaltered,none_found,TRUE,8287590,11475560
SP_Tim,1,likely_unaltered,none_found,TRUE,8287590,11475560
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,8287590,11475560
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,8287590,11475560
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,8287590,11475560
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,8287590,11475560
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,8287590,11475560
Peak_Dur_5,1,likely_unaltered,none_found,FALSE,8287590,11475560
Peak_10,-1,likely_altered,low,FALSE,8287590,11475560
Peak_2,-1,likely_altered,high,FALSE,8287590,11475560
Peak_5,-1,likely_altered,low,FALSE,8287590,11475560
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,8287590,11475560
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,8287590,11475560
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,8287590,11475560
DS_Dur_WS,NA,not_enough_data,undeterminable,NA,2705433,11477425
DS_Tim,NA,not_enough_data,undeterminable,NA,2705433,11477425
DS_Mag_50,NA,not_enough_data,undeterminable,NA,2705433,11477425
DS_Mag_90,NA,not_enough_data,undeterminable,NA,2705433,11477425
FA_Dur,NA,not_enough_data,undeterminable,NA,2705433,11477425
FA_Mag,NA,not_enough_data,undeterminable,NA,2705433,11477425
FA_Tim,NA,not_enough_data,undeterminable,NA,2705433,11477425
Wet_Tim,NA,not_enough_data,undeterminable,NA,2705433,11477425
SP_ROC,NA,not_enough_data,undeterminable,NA,2705433,11477425
SP_Mag,NA,not_enough_data,undeterminable,NA,2705433,11477425
SP_Tim,NA,not_enough_data,undeterminable,NA,2705433,11477425
Wet_BFL_Dur,NA,not_enough_data,undeterminable,NA,2705433,11477425
Wet_BFL_Mag_10,NA,not_enough_data,undeterminable,NA,2705433,11477425
Wet_BFL_Mag_50,NA,not_enough_data,undeterminable,NA,2705433,11477425
Peak_Dur_10,NA,not_enough_data,undeterminable,NA,2705433,11477425
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,2705433,11477425
Peak_Dur_5,1,likely_unaltered,none_found,FALSE,2705433,11477425
Peak_10,-1,likely_altered,low,FALSE,2705433,11477425
Peak_2,-1,likely_altered,low,FALSE,2705433,11477425
Peak_5,-1,likely_altered,low,FALSE,2705433,11477425
Peak_Fre_10,NA,not_enough_data,undeterminable,NA,2705433,11477425
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,2705433,11477425
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,2705433,11477425
DS_Dur_WS,NA,not_enough_data,undeterminable,NA,2705433,11477450
DS_Tim,NA,not_enough_data,undeterminable,NA,2705433,11477450
DS_Mag_50,NA,not_enough_data,undeterminable,NA,2705433,11477450
DS_Mag_90,NA,not_enough_data,undeterminable,NA,2705433,11477450
FA_Dur,NA,not_enough_data,undeterminable,NA,2705433,11477450
FA_Mag,NA,not_enough_data,undeterminable,NA,2705433,11477450
FA_Tim,NA,not_enough_data,undeterminable,NA,2705433,11477450
Wet_Tim,NA,not_enough_data,undeterminable,NA,2705433,11477450
SP_ROC,NA,not_enough_data,undeterminable,NA,2705433,11477450
SP_Mag,NA,not_enough_data,undeterminable,NA,2705433,11477450
SP_Tim,NA,not_enough_data,undeterminable,NA,2705433,11477450
Wet_BFL_Dur,NA,not_enough_data,undeterminable,NA,2705433,11477450
Wet_BFL_Mag_10,NA,not_enough_data,undeterminable,NA,2705433,11477450
Wet_BFL_Mag_50,NA,not_enough_data,undeterminable,NA,2705433,11477450
Peak_Dur_10,NA,not_enough_data,undeterminable,NA,2705433,11477450
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,2705433,11477450
Peak_Dur_5,NA,not_enough_data,undeterminable,NA,2705433,11477450
Peak_10,-1,likely_altered,low,FALSE,2705433,11477450
Peak_2,-1,likely_altered,low,FALSE,2705433,11477450
Peak_5,-1,likely_altered,low,FALSE,2705433,11477450
Peak_Fre_10,NA,not_enough_data,undeterminable,NA,2705433,11477450
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,2705433,11477450
Peak_Fre_5,NA,not_enough_data,undeterminable,NA,2705433,11477450
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,8318041,11481500
DS_Tim,1,likely_unaltered,none_found,TRUE,8318041,11481500
DS_Mag_50,1,likely_unaltered,none_found,TRUE,8318041,11481500
DS_Mag_90,1,likely_unaltered,none_found,TRUE,8318041,11481500
FA_Dur,1,likely_unaltered,none_found,TRUE,8318041,11481500
FA_Mag,1,likely_unaltered,none_found,TRUE,8318041,11481500
FA_Tim,1,likely_unaltered,none_found,TRUE,8318041,11481500
Wet_Tim,0,indeterminate,unknown,TRUE,8318041,11481500
SP_ROC,1,likely_unaltered,none_found,TRUE,8318041,11481500
SP_Mag,1,likely_unaltered,none_found,TRUE,8318041,11481500
SP_Tim,1,likely_unaltered,none_found,TRUE,8318041,11481500
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,8318041,11481500
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,8318041,11481500
Wet_BFL_Mag_50,0,indeterminate,unknown,TRUE,8318041,11481500
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,8318041,11481500
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,8318041,11481500
Peak_Dur_5,1,likely_unaltered,none_found,FALSE,8318041,11481500
Peak_10,-1,likely_altered,low,FALSE,8318041,11481500
Peak_2,-1,likely_altered,high,FALSE,8318041,11481500
Peak_5,-1,likely_altered,high,FALSE,8318041,11481500
