StationCode,latitude,longitude,HUC_12,agency_cd,site_id,station_nm,site_tp_cd,lat,lon,coord_acy_cd,datum,elev_m,alt_acy_va,alt_datum_cd,huc8,date_begin,date_end,comid_gage,CEFF_type,SampleID,YYYY,mmi,csci,csci_percentile,COMID_bmi,COMID_nhd,COMID,MM,DD,sampledate,US_L3_mod,geometry,metric,comid,data_type,p50_obs,result_type,p50_pred,status_code,status,alteration_type,median_in_iqr,refgage,delta_p50
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",DS_Dur_WS,4440524,observed,128,predicted,147.1125,1,likely_unaltered,none_found,TRUE,Non-Ref,0.8700824199167303
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",DS_Tim,4440524,observed,292,predicted,285.666666666667,1,likely_unaltered,none_found,TRUE,Non-Ref,1.0221703617269533
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",DS_Mag_50,4440524,observed,52,predicted,44.9576140234033,1,likely_unaltered,none_found,TRUE,Non-Ref,1.1566450117421865
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",DS_Mag_90,4440524,observed,96.2,predicted,84.231045959401,1,likely_unaltered,none_found,TRUE,Non-Ref,1.142096704419033
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",FA_Dur,4440524,observed,4,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref,1
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",FA_Mag,4440524,observed,205.9915522146646,predicted,173.712673904044,1,likely_unaltered,none_found,TRUE,Non-Ref,1.185817635438914
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",FA_Tim,4440524,observed,22,predicted,18.1,1,likely_unaltered,none_found,TRUE,Non-Ref,1.2154696132596685
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",SP_ROC,4440524,observed,0.038610066630465595,predicted,0.0625000000000001,1,likely_unaltered,none_found,FALSE,Non-Ref,0.6177610660874485
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",SP_Dur,4440524,observed,111,predicted,80.55,1,likely_unaltered,none_found,TRUE,Non-Ref,1.378026070763501
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",SP_Mag,4440524,observed,1585,predicted,1524.99642378982,1,likely_unaltered,none_found,TRUE,Non-Ref,1.039346699621146
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",SP_Tim,4440524,observed,178.5,predicted,202,1,likely_unaltered,none_found,FALSE,Non-Ref,0.8836633663366337
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",Wet_BFL_Dur,4440524,observed,119,predicted,154.4875,1,likely_unaltered,none_found,TRUE,Non-Ref,0.7702888583218707
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",Peak_Dur_10,4440524,observed,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",Peak_Dur_2,4440524,observed,2,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref,0.5
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",Peak_Dur_5,4440524,observed,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref,0.5
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",Peak_Fre_10,4440524,observed,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",Peak_Fre_2,4440524,observed,1,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref,0.5
105PS0193,41.8294,-123.3849,180102090104,USGS,11521500,INDIAN C NR HAPPY CAMP CA,ST,41.83512325,-123.3831113,F,NAD83, 1198.37,.01,NGVD29,18010209,1956-12-15,2020-11-17,4440524,ALT,105PS0193_08292012_BMI_RWB_1,2012,0.8595586,0.9925134,0.48,4438928,4438928,4438928,8,29,2012-08-29,North Coast,"c(-123.3831113, 41.83512325)",Peak_Fre_5,4440524,observed,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref,1
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",DS_Dur_WS,4442602,observed,125,predicted,138.283333333334,1,likely_unaltered,none_found,TRUE,Non-Ref,0.9039411835603186
105WE0603,41.2912,-123.56865,180102090802,USGS,11523000,KLAMATH R A ORLEANS,ST,41.3034599,-123.5345036,F,NAD83, 355.98,.01,NGVD29,18010209,1927-10-01,2020-11-17,4442602,ALT,105WE0603_06222001_BMI_RWB_1,2001,0.48499827,0.56849038,0,4442616,4442616,4442616,6,22,2001-06-22,North Coast,"c(-123.5345036, 41.3034599)",DS_Tim,4442602,observed,297,predicted,301,1,likely_unaltered,none_found,TRUE,Non-Ref,0.9867109634551495
