metric,status_code,status,alteration_type,median_in_iqr,comid,gageid
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,10017314,09423350
DS_Tim,1,likely_unaltered,none_found,TRUE,10017314,09423350
DS_Mag_50,-1,likely_altered,low,FALSE,10017314,09423350
DS_Mag_90,-1,likely_altered,low,FALSE,10017314,09423350
FA_Mag,1,likely_unaltered,none_found,TRUE,10017314,09423350
FA_Tim,1,likely_unaltered,none_found,TRUE,10017314,09423350
SP_Dur,1,likely_unaltered,none_found,TRUE,10017314,09423350
SP_Mag,1,likely_unaltered,none_found,TRUE,10017314,09423350
SP_Tim,1,likely_unaltered,none_found,TRUE,10017314,09423350
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,10017314,09423350
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,10017314,09423350
Wet_BFL_Mag_50,1,likely_unaltered,none_found,FALSE,10017314,09423350
Wet_Tim,1,likely_unaltered,none_found,TRUE,10017314,09423350
Peak_10,1,likely_unaltered,none_found,FALSE,10017314,09423350
Peak_2,1,likely_unaltered,none_found,TRUE,10017314,09423350
Peak_5,1,likely_unaltered,none_found,TRUE,10017314,09423350
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,21439475,09424150
DS_Tim,0,indeterminate,late,FALSE,21439475,09424150
DS_Mag_50,1,likely_unaltered,none_found,FALSE,21439475,09424150
DS_Mag_90,-1,likely_altered,low,FALSE,21439475,09424150
FA_Mag,-1,likely_altered,low,FALSE,21439475,09424150
FA_Tim,1,likely_unaltered,none_found,TRUE,21439475,09424150
SP_Dur,0,indeterminate,unknown,TRUE,21439475,09424150
SP_Mag,-1,likely_altered,low,FALSE,21439475,09424150
SP_Tim,1,likely_unaltered,none_found,FALSE,21439475,09424150
Wet_BFL_Dur,-1,likely_altered,high,FALSE,21439475,09424150
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,21439475,09424150
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,21439475,09424150
Wet_Tim,1,likely_unaltered,none_found,FALSE,21439475,09424150
Peak_10,-1,likely_altered,low,FALSE,21439475,09424150
Peak_2,-1,likely_altered,low,FALSE,21439475,09424150
Peak_5,-1,likely_altered,low,FALSE,21439475,09424150
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,9998136,09427520
DS_Tim,-1,likely_altered,late,FALSE,9998136,09427520
DS_Mag_50,1,likely_unaltered,none_found,TRUE,9998136,09427520
DS_Mag_90,1,likely_unaltered,none_found,TRUE,9998136,09427520
FA_Mag,1,likely_unaltered,none_found,FALSE,9998136,09427520
FA_Tim,1,likely_unaltered,none_found,TRUE,9998136,09427520
SP_Dur,1,likely_unaltered,none_found,TRUE,9998136,09427520
SP_Mag,-1,likely_altered,low,FALSE,9998136,09427520
SP_Tim,1,likely_unaltered,none_found,FALSE,9998136,09427520
Wet_BFL_Dur,-1,likely_altered,high,FALSE,9998136,09427520
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,9998136,09427520
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,9998136,09427520
Wet_Tim,1,likely_unaltered,none_found,TRUE,9998136,09427520
Peak_10,-1,likely_altered,low,FALSE,9998136,09427520
Peak_2,-1,likely_altered,low,FALSE,9998136,09427520
Peak_5,-1,likely_altered,low,FALSE,9998136,09427520
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,10010646,09429100
DS_Tim,1,likely_unaltered,none_found,FALSE,10010646,09429100
DS_Mag_50,1,likely_unaltered,none_found,TRUE,10010646,09429100
DS_Mag_90,1,likely_unaltered,none_found,TRUE,10010646,09429100
FA_Mag,NA,not_enough_data,undeterminable,NA,10010646,09429100
FA_Tim,NA,not_enough_data,undeterminable,NA,10010646,09429100
SP_Dur,1,likely_unaltered,none_found,TRUE,10010646,09429100
SP_Mag,-1,likely_altered,low,FALSE,10010646,09429100
SP_Tim,1,likely_unaltered,none_found,FALSE,10010646,09429100
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,10010646,09429100
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,10010646,09429100
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,10010646,09429100
Wet_Tim,1,likely_unaltered,none_found,TRUE,10010646,09429100
Peak_10,-1,likely_altered,low,FALSE,10010646,09429100
Peak_2,-1,likely_altered,low,FALSE,10010646,09429100
Peak_5,-1,likely_altered,low,FALSE,10010646,09429100
DS_Dur_WS,-1,likely_altered,low,FALSE,945030171,09429160
DS_Tim,-1,likely_altered,late,FALSE,945030171,09429160
DS_Mag_50,1,likely_unaltered,none_found,FALSE,945030171,09429160
DS_Mag_90,1,likely_unaltered,none_found,FALSE,945030171,09429160
FA_Mag,-1,likely_altered,low,FALSE,945030171,09429160
FA_Tim,-1,likely_altered,early,FALSE,945030171,09429160
SP_Dur,1,likely_unaltered,none_found,FALSE,945030171,09429160
SP_Mag,-1,likely_altered,low,FALSE,945030171,09429160
SP_Tim,-1,likely_altered,late,FALSE,945030171,09429160
Wet_BFL_Dur,0,indeterminate,low,FALSE,945030171,09429160
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,945030171,09429160
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,945030171,09429160
Wet_Tim,1,likely_unaltered,none_found,FALSE,945030171,09429160
Peak_10,-1,likely_altered,low,FALSE,945030171,09429160
Peak_2,-1,likely_altered,low,FALSE,945030171,09429160
Peak_5,-1,likely_altered,low,FALSE,945030171,09429160
DS_Dur_WS,-1,likely_altered,low,FALSE,10010658,09429170
DS_Tim,1,likely_unaltered,none_found,FALSE,10010658,09429170
DS_Mag_50,-1,likely_altered,low,FALSE,10010658,09429170
DS_Mag_90,-1,likely_altered,low,FALSE,10010658,09429170
FA_Mag,-1,likely_altered,low,FALSE,10010658,09429170
FA_Tim,1,likely_unaltered,none_found,FALSE,10010658,09429170
SP_Dur,1,likely_unaltered,none_found,TRUE,10010658,09429170
SP_Mag,-1,likely_altered,low,FALSE,10010658,09429170
SP_Tim,1,likely_unaltered,none_found,FALSE,10010658,09429170
Wet_BFL_Dur,-1,likely_altered,high,FALSE,10010658,09429170
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,10010658,09429170
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,10010658,09429170
Wet_Tim,1,likely_unaltered,none_found,FALSE,10010658,09429170
Peak_10,-1,likely_altered,low,FALSE,10010658,09429170
Peak_2,-1,likely_altered,low,FALSE,10010658,09429170
Peak_5,-1,likely_altered,low,FALSE,10010658,09429170
DS_Dur_WS,-1,likely_altered,low,FALSE,10003808,09429180
DS_Tim,1,likely_unaltered,none_found,TRUE,10003808,09429180
DS_Mag_50,-1,likely_altered,low,FALSE,10003808,09429180
DS_Mag_90,-1,likely_altered,low,FALSE,10003808,09429180
FA_Mag,-1,likely_altered,low,FALSE,10003808,09429180
FA_Tim,1,likely_unaltered,none_found,TRUE,10003808,09429180
SP_Dur,1,likely_unaltered,none_found,TRUE,10003808,09429180
SP_Mag,-1,likely_altered,low,FALSE,10003808,09429180
SP_Tim,1,likely_unaltered,none_found,FALSE,10003808,09429180
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,10003808,09429180
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,10003808,09429180
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,10003808,09429180
Wet_Tim,-1,likely_altered,early,FALSE,10003808,09429180
Peak_10,-1,likely_altered,low,FALSE,10003808,09429180
Peak_2,-1,likely_altered,low,FALSE,10003808,09429180
Peak_5,-1,likely_altered,low,FALSE,10003808,09429180
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,10003830,09429190
DS_Tim,1,likely_unaltered,none_found,FALSE,10003830,09429190
DS_Mag_50,-1,likely_altered,low,FALSE,10003830,09429190
DS_Mag_90,-1,likely_altered,low,FALSE,10003830,09429190
FA_Mag,-1,likely_altered,low,FALSE,10003830,09429190
FA_Tim,1,likely_unaltered,none_found,FALSE,10003830,09429190
SP_Dur,0,indeterminate,unknown,TRUE,10003830,09429190
SP_Mag,-1,likely_altered,low,FALSE,10003830,09429190
SP_Tim,1,likely_unaltered,none_found,FALSE,10003830,09429190
Wet_BFL_Dur,-1,likely_altered,high,FALSE,10003830,09429190
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,10003830,09429190
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,10003830,09429190
Wet_Tim,1,likely_unaltered,none_found,TRUE,10003830,09429190
Peak_10,-1,likely_altered,low,FALSE,10003830,09429190
Peak_2,-1,likely_altered,low,FALSE,10003830,09429190
Peak_5,-1,likely_altered,low,FALSE,10003830,09429190
DS_Dur_WS,-1,likely_altered,low,FALSE,10002408,09429230
DS_Tim,1,likely_unaltered,none_found,FALSE,10002408,09429230
DS_Mag_50,1,likely_unaltered,none_found,FALSE,10002408,09429230
DS_Mag_90,1,likely_unaltered,none_found,TRUE,10002408,09429230
FA_Mag,-1,likely_altered,low,FALSE,10002408,09429230
FA_Tim,-1,likely_altered,early,FALSE,10002408,09429230
SP_Dur,1,likely_unaltered,none_found,TRUE,10002408,09429230
SP_Mag,-1,likely_altered,low,FALSE,10002408,09429230
SP_Tim,1,likely_unaltered,none_found,TRUE,10002408,09429230
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,10002408,09429230
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,10002408,09429230
Wet_BFL_Mag_50,1,likely_unaltered,none_found,FALSE,10002408,09429230
Wet_Tim,-1,likely_altered,early,FALSE,10002408,09429230
Peak_10,-1,likely_altered,low,FALSE,10002408,09429230
Peak_2,-1,likely_altered,low,FALSE,10002408,09429230
Peak_5,-1,likely_altered,low,FALSE,10002408,09429230
DS_Dur_WS,-1,likely_altered,low,FALSE,10005008,09429490
DS_Tim,-1,likely_altered,late,FALSE,10005008,09429490
DS_Mag_50,-1,likely_altered,high,FALSE,10005008,09429490
DS_Mag_90,-1,likely_altered,high,FALSE,10005008,09429490
FA_Mag,NA,not_enough_data,undeterminable,NA,10005008,09429490
FA_Tim,NA,not_enough_data,undeterminable,NA,10005008,09429490
SP_Dur,1,likely_unaltered,none_found,TRUE,10005008,09429490
SP_Mag,-1,likely_altered,high,FALSE,10005008,09429490
SP_Tim,1,likely_unaltered,none_found,TRUE,10005008,09429490
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,10005008,09429490
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,10005008,09429490
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,10005008,09429490
Wet_Tim,1,likely_unaltered,none_found,TRUE,10005008,09429490
Peak_10,-1,likely_altered,high,FALSE,10005008,09429490
Peak_2,-1,likely_altered,high,FALSE,10005008,09429490
Peak_5,-1,likely_altered,high,FALSE,10005008,09429490
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,21412675,09429600
DS_Tim,1,likely_unaltered,none_found,FALSE,21412675,09429600
DS_Mag_50,1,likely_unaltered,none_found,FALSE,21412675,09429600
DS_Mag_90,-1,likely_altered,low,FALSE,21412675,09429600
FA_Mag,-1,likely_altered,low,FALSE,21412675,09429600
FA_Tim,1,likely_unaltered,none_found,TRUE,21412675,09429600
SP_Dur,0,indeterminate,low,FALSE,21412675,09429600
SP_Mag,-1,likely_altered,low,FALSE,21412675,09429600
SP_Tim,1,likely_unaltered,none_found,FALSE,21412675,09429600
Wet_BFL_Dur,0,indeterminate,unknown,TRUE,21412675,09429600
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,21412675,09429600
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,21412675,09429600
Wet_Tim,1,likely_unaltered,none_found,TRUE,21412675,09429600
Peak_10,-1,likely_altered,low,FALSE,21412675,09429600
Peak_2,-1,likely_altered,low,FALSE,21412675,09429600
Peak_5,-1,likely_altered,low,FALSE,21412675,09429600
DS_Dur_WS,-1,likely_altered,low,FALSE,21411847,09529600
DS_Tim,1,likely_unaltered,none_found,FALSE,21411847,09529600
DS_Mag_50,-1,likely_altered,high,FALSE,21411847,09529600
DS_Mag_90,-1,likely_altered,high,FALSE,21411847,09529600
FA_Mag,NA,not_enough_data,undeterminable,NA,21411847,09529600
FA_Tim,NA,not_enough_data,undeterminable,NA,21411847,09529600
SP_Dur,1,likely_unaltered,none_found,TRUE,21411847,09529600
SP_Mag,1,likely_unaltered,none_found,TRUE,21411847,09529600
SP_Tim,1,likely_unaltered,none_found,TRUE,21411847,09529600
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,21411847,09529600
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,21411847,09529600
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,21411847,09529600
Wet_Tim,-1,likely_altered,early,FALSE,21411847,09529600
Peak_10,-1,likely_altered,low,FALSE,21411847,09529600
Peak_2,1,likely_unaltered,none_found,TRUE,21411847,09529600
Peak_5,1,likely_unaltered,none_found,FALSE,21411847,09529600
DS_Dur_WS,-1,likely_altered,low,FALSE,21411963,09529700
DS_Tim,1,likely_unaltered,none_found,FALSE,21411963,09529700
DS_Mag_50,-1,likely_altered,high,FALSE,21411963,09529700
DS_Mag_90,-1,likely_altered,high,FALSE,21411963,09529700
FA_Mag,NA,not_enough_data,undeterminable,NA,21411963,09529700
FA_Tim,NA,not_enough_data,undeterminable,NA,21411963,09529700
SP_Dur,1,likely_unaltered,none_found,TRUE,21411963,09529700
SP_Mag,1,likely_unaltered,none_found,TRUE,21411963,09529700
SP_Tim,1,likely_unaltered,none_found,TRUE,21411963,09529700
Wet_BFL_Dur,0,indeterminate,high,FALSE,21411963,09529700
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,21411963,09529700
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,21411963,09529700
Wet_Tim,-1,likely_altered,early,FALSE,21411963,09529700
Peak_10,-1,likely_altered,low,FALSE,21411963,09529700
Peak_2,1,likely_unaltered,none_found,TRUE,21411963,09529700
Peak_5,1,likely_unaltered,none_found,FALSE,21411963,09529700
DS_Dur_WS,-1,likely_altered,low,FALSE,21412601,09529800
DS_Tim,1,likely_unaltered,none_found,FALSE,21412601,09529800
DS_Mag_50,-1,likely_altered,high,FALSE,21412601,09529800
DS_Mag_90,-1,likely_altered,high,FALSE,21412601,09529800
FA_Mag,1,likely_unaltered,none_found,TRUE,21412601,09529800
FA_Tim,1,likely_unaltered,none_found,TRUE,21412601,09529800
SP_Dur,1,likely_unaltered,none_found,TRUE,21412601,09529800
SP_Mag,1,likely_unaltered,none_found,TRUE,21412601,09529800
SP_Tim,1,likely_unaltered,none_found,TRUE,21412601,09529800
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,21412601,09529800
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,21412601,09529800
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,21412601,09529800
Wet_Tim,-1,likely_altered,early,FALSE,21412601,09529800
Peak_10,-1,likely_altered,low,FALSE,21412601,09529800
Peak_2,1,likely_unaltered,none_found,TRUE,21412601,09529800
Peak_5,1,likely_unaltered,none_found,FALSE,21412601,09529800
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,21412059,09529900
DS_Tim,0,indeterminate,late,FALSE,21412059,09529900
DS_Mag_50,-1,likely_altered,high,FALSE,21412059,09529900
DS_Mag_90,-1,likely_altered,high,FALSE,21412059,09529900
FA_Mag,NA,not_enough_data,undeterminable,NA,21412059,09529900
FA_Tim,NA,not_enough_data,undeterminable,NA,21412059,09529900
SP_Dur,1,likely_unaltered,none_found,TRUE,21412059,09529900
SP_Mag,1,likely_unaltered,none_found,TRUE,21412059,09529900
SP_Tim,1,likely_unaltered,none_found,TRUE,21412059,09529900
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,21412059,09529900
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,21412059,09529900
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,21412059,09529900
Wet_Tim,-1,likely_altered,early,FALSE,21412059,09529900
Peak_10,1,likely_unaltered,none_found,FALSE,21412059,09529900
Peak_2,1,likely_unaltered,none_found,FALSE,21412059,09529900
Peak_5,1,likely_unaltered,none_found,TRUE,21412059,09529900
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,21412135,09530000
DS_Tim,1,likely_unaltered,none_found,FALSE,21412135,09530000
DS_Mag_50,-1,likely_altered,high,FALSE,21412135,09530000
DS_Mag_90,-1,likely_altered,high,FALSE,21412135,09530000
FA_Mag,1,likely_unaltered,none_found,FALSE,21412135,09530000
FA_Tim,1,likely_unaltered,none_found,TRUE,21412135,09530000
SP_Dur,1,likely_unaltered,none_found,TRUE,21412135,09530000
SP_Mag,1,likely_unaltered,none_found,TRUE,21412135,09530000
SP_Tim,1,likely_unaltered,none_found,TRUE,21412135,09530000
Wet_BFL_Dur,1,likely_unaltered,none_found,FALSE,21412135,09530000
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,21412135,09530000
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,21412135,09530000
Wet_Tim,-1,likely_altered,early,FALSE,21412135,09530000
Peak_10,1,likely_unaltered,none_found,FALSE,21412135,09530000
Peak_2,1,likely_unaltered,none_found,TRUE,21412135,09530000
Peak_5,1,likely_unaltered,none_found,TRUE,21412135,09530000
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,20247268,10251300
DS_Tim,1,likely_unaltered,none_found,TRUE,20247268,10251300
DS_Mag_50,-1,likely_altered,low,FALSE,20247268,10251300
DS_Mag_90,-1,likely_altered,low,FALSE,20247268,10251300
FA_Dur,1,likely_unaltered,none_found,TRUE,20247268,10251300
FA_Mag,-1,likely_altered,low,FALSE,20247268,10251300
FA_Tim,1,likely_unaltered,none_found,TRUE,20247268,10251300
SP_ROC,-1,likely_altered,high,FALSE,20247268,10251300
SP_Dur,1,likely_unaltered,none_found,TRUE,20247268,10251300
SP_Mag,-1,likely_altered,low,FALSE,20247268,10251300
SP_Tim,1,likely_unaltered,none_found,TRUE,20247268,10251300
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,20247268,10251300
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,20247268,10251300
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,20247268,10251300
Wet_Tim,1,likely_unaltered,none_found,TRUE,20247268,10251300
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,20247268,10251300
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,20247268,10251300
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,20247268,10251300
Peak_10,-1,likely_altered,low,FALSE,20247268,10251300
Peak_2,-1,likely_altered,low,FALSE,20247268,10251300
Peak_5,-1,likely_altered,low,FALSE,20247268,10251300
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,20247268,10251300
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,20247268,10251300
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,20247268,10251300
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,20247386,10251330
DS_Tim,1,likely_unaltered,none_found,TRUE,20247386,10251330
DS_Mag_50,-1,likely_altered,low,FALSE,20247386,10251330
DS_Mag_90,-1,likely_altered,low,FALSE,20247386,10251330
FA_Dur,1,likely_unaltered,none_found,FALSE,20247386,10251330
FA_Mag,-1,likely_altered,low,FALSE,20247386,10251330
FA_Tim,1,likely_unaltered,none_found,TRUE,20247386,10251330
SP_ROC,1,likely_unaltered,none_found,FALSE,20247386,10251330
SP_Dur,1,likely_unaltered,none_found,FALSE,20247386,10251330
SP_Mag,-1,likely_altered,low,FALSE,20247386,10251330
SP_Tim,1,likely_unaltered,none_found,TRUE,20247386,10251330
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,20247386,10251330
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,20247386,10251330
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,20247386,10251330
Wet_Tim,1,likely_unaltered,none_found,TRUE,20247386,10251330
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,20247386,10251330
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,20247386,10251330
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,20247386,10251330
Peak_10,-1,likely_altered,low,FALSE,20247386,10251330
Peak_2,-1,likely_altered,low,FALSE,20247386,10251330
Peak_5,-1,likely_altered,low,FALSE,20247386,10251330
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,20247386,10251330
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,20247386,10251330
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,20247386,10251330
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,22599679,10254050
DS_Tim,1,likely_unaltered,none_found,TRUE,22599679,10254050
DS_Mag_50,1,likely_unaltered,none_found,FALSE,22599679,10254050
DS_Mag_90,-1,likely_altered,low,FALSE,22599679,10254050
FA_Dur,1,likely_unaltered,none_found,TRUE,22599679,10254050
FA_Mag,-1,likely_altered,low,FALSE,22599679,10254050
FA_Tim,1,likely_unaltered,none_found,FALSE,22599679,10254050
SP_ROC,1,likely_unaltered,none_found,TRUE,22599679,10254050
SP_Dur,1,likely_unaltered,none_found,TRUE,22599679,10254050
SP_Mag,-1,likely_altered,low,FALSE,22599679,10254050
SP_Tim,1,likely_unaltered,none_found,TRUE,22599679,10254050
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22599679,10254050
Wet_BFL_Mag_10,-1,likely_altered,low,FALSE,22599679,10254050
Wet_BFL_Mag_50,-1,likely_altered,low,FALSE,22599679,10254050
Wet_Tim,1,likely_unaltered,none_found,FALSE,22599679,10254050
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22599679,10254050
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22599679,10254050
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22599679,10254050
Peak_10,-1,likely_altered,low,FALSE,22599679,10254050
Peak_2,-1,likely_altered,low,FALSE,22599679,10254050
Peak_5,-1,likely_altered,low,FALSE,22599679,10254050
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22599679,10254050
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22599679,10254050
Peak_Fre_5,1,likely_unaltered,none_found,FALSE,22599679,10254050
FA_Dur,1,likely_unaltered,none_found,FALSE,22599625,10254670
SP_ROC,-1,likely_altered,low,FALSE,22599625,10254670
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22599625,10254670
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22599625,10254670
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22599625,10254670
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22599625,10254670
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22599625,10254670
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22599625,10254670
FA_Dur,1,likely_unaltered,none_found,TRUE,22598685,10254730
SP_ROC,-1,likely_altered,low,FALSE,22598685,10254730
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22598685,10254730
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22598685,10254730
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22598685,10254730
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22598685,10254730
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22598685,10254730
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22598685,10254730
FA_Dur,1,likely_unaltered,none_found,TRUE,22603541,10254970
SP_ROC,-1,likely_altered,low,FALSE,22603541,10254970
Peak_Dur_10,1,likely_unaltered,none_found,FALSE,22603541,10254970
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22603541,10254970
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22603541,10254970
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22603541,10254970
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22603541,10254970
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22603541,10254970
FA_Dur,1,likely_unaltered,none_found,TRUE,22599619,10255550
SP_ROC,-1,likely_altered,low,FALSE,22599619,10255550
Peak_Dur_10,1,likely_unaltered,none_found,FALSE,22599619,10255550
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22599619,10255550
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22599619,10255550
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22599619,10255550
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22599619,10255550
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22599619,10255550
FA_Dur,1,likely_unaltered,none_found,TRUE,22598811,10255885
SP_ROC,-1,likely_altered,high,FALSE,22598811,10255885
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22598811,10255885
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22598811,10255885
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22598811,10255885
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22598811,10255885
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22598811,10255885
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22598811,10255885
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22593463,10256500
DS_Tim,1,likely_unaltered,none_found,TRUE,22593463,10256500
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22593463,10256500
DS_Mag_90,1,likely_unaltered,none_found,FALSE,22593463,10256500
FA_Dur,1,likely_unaltered,none_found,TRUE,22593463,10256500
FA_Mag,1,likely_unaltered,none_found,TRUE,22593463,10256500
FA_Tim,1,likely_unaltered,none_found,FALSE,22593463,10256500
SP_ROC,1,likely_unaltered,none_found,TRUE,22593463,10256500
SP_Dur,1,likely_unaltered,none_found,TRUE,22593463,10256500
SP_Mag,1,likely_unaltered,none_found,FALSE,22593463,10256500
SP_Tim,1,likely_unaltered,none_found,TRUE,22593463,10256500
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22593463,10256500
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,22593463,10256500
Wet_BFL_Mag_50,1,likely_unaltered,none_found,FALSE,22593463,10256500
Wet_Tim,1,likely_unaltered,none_found,TRUE,22593463,10256500
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,22593463,10256500
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,22593463,10256500
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,22593463,10256500
Peak_10,-1,likely_altered,high,FALSE,22593463,10256500
Peak_2,-1,likely_altered,high,FALSE,22593463,10256500
Peak_5,-1,likely_altered,high,FALSE,22593463,10256500
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,22593463,10256500
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,22593463,10256500
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,22593463,10256500
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22593463,10256501
DS_Tim,1,likely_unaltered,none_found,TRUE,22593463,10256501
DS_Mag_50,-1,likely_altered,high,FALSE,22593463,10256501
DS_Mag_90,-1,likely_altered,high,FALSE,22593463,10256501
FA_Dur,1,likely_unaltered,none_found,TRUE,22593463,10256501
FA_Mag,-1,likely_altered,high,FALSE,22593463,10256501
FA_Tim,1,likely_unaltered,none_found,FALSE,22593463,10256501
SP_ROC,1,likely_unaltered,none_found,FALSE,22593463,10256501
SP_Dur,1,likely_unaltered,none_found,TRUE,22593463,10256501
SP_Mag,1,likely_unaltered,none_found,FALSE,22593463,10256501
SP_Tim,1,likely_unaltered,none_found,TRUE,22593463,10256501
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,22593463,10256501
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,22593463,10256501
Wet_BFL_Mag_50,1,likely_unaltered,none_found,FALSE,22593463,10256501
